Name,SMILES,WHIM.13,kierHallSmarts.49,kierHallSmarts.48,BCUT.4,BCUT.5,BCUT.2,BCUT.3,BCUT.0,BCUT.1,kierHallSmarts.41,kierHallSmarts.40,kierHallSmarts.43,kierHallSmarts.42,kierHallSmarts.45,kierHallSmarts.44,kierHallSmarts.47,kierHallSmarts.46,mde.9,gravitationalIndex.0,kierHallSmarts.38,kierHallSmarts.39,vabc,WHIM.12,kierHallSmarts.34,kierHallSmarts.35,kierHallSmarts.36,kierHallSmarts.37,kierHallSmarts.30,kierHallSmarts.31,kierHallSmarts.32,kierHallSmarts.33,gravitationalIndex.5,chiPathCluster.1,chiPathCluster.0,chiPathCluster.3,gravitationalIndex.4,chiPathCluster.5,chiPathCluster.4,mde.3,vAdjMa,chiPath.12,chiPath.13,chiPath.10,chiPath.11,chiPath.14,chiPath.15,kierHallSmarts.58,kierHallSmarts.59,kierHallSmarts.52,kierHallSmarts.53,kierHallSmarts.50,kierHallSmarts.51,kierHallSmarts.56,kierHallSmarts.57,kierHallSmarts.54,kierHallSmarts.55,momentOfInertia.4,momentOfInertia.0,autoCorrelationPolarizability.4,autoCorrelationPolarizability.3,autoCorrelationPolarizability.2,autoCorrelationPolarizability.1,autoCorrelationPolarizability.0,kierValues.1,momentOfInertia.6,kierValues.0,chiChain.1,mde.18,chiCluster.7,autoCorrelationMass.0,autoCorrelationMass.1,autoCorrelationMass.2,autoCorrelationMass.3,autoCorrelationMass.4,mde.16,mde.15,xlogP,hBondacceptors,momentOfInertia.2,weight,hybratio,momentOfInertia.3,chiChain.2,ALOGP.2,chiChain.5,ALOGP.0,ALOGP.1,chiCluster.4,kierHallSmarts.69,kierHallSmarts.68,kierHallSmarts.67,kierHallSmarts.66,kierHallSmarts.65,kierHallSmarts.64,kierHallSmarts.63,kierHallSmarts.62,kierHallSmarts.61,kierHallSmarts.60,CPSA.9,CPSA.8,chiCluster.5,petitjeanNumber,WHIM.16,CPSA.1,CPSA.0,CPSA.3,CPSA.2,CPSA.5,CPSA.4,CPSA.7,CPSA.6,WHIM.14,gravitationalIndex.3,CPSA.24,CPSA.25,autoCorrelationCharge.1,WHIM.11,weightedPath.3,autoCorrelationCharge.2,autoCorrelationCharge.3,autoCorrelationCharge.0,WHIM.10,chiChain.7,autoCorrelationCharge.4,chiPath.8,CPSA.28,mde.8,WHIM.7,gravitationalIndex.2,mde.12,chiPath.0,chiPath.1,chiPath.2,basicGroupCount,chiPath.4,mde.11,chiPath.6,chiPath.7,chiCluster.6,mde.1,aromaticBondsCount,chiPath.9,mde.17,chiChain.6,chiCluster.3,weightedPath.2,petitjeanShapeIndex.0,wienerNumbers.1,wienerNumbers.0,gravitationalIndex.1,chiCluster.0,weightedPath.4,mde.2,mde.14,lengthOverBreadth.1,lengthOverBreadth.0,mde.0,mde.7,mde.6,mannholdLogP,mde.5,chiChain.0,zagrebIndex,mde.4,kierHallSmarts.70,kierHallSmarts.71,kierHallSmarts.72,kierHallSmarts.73,kierHallSmarts.74,kierHallSmarts.75,kierHallSmarts.76,kierHallSmarts.77,kierHallSmarts.78,petitjeanShapeIndex.1,chiCluster.1,rotatableBondsCount,chiPath.5,gravitationalIndex.7,aromaticAtomsCount,fmf,largestPiSystem,carbonTypes.8,chiChain.3,mde.13,carbonTypes.1,carbonTypes.0,carbonTypes.3,carbonTypes.2,carbonTypes.5,carbonTypes.4,gravitationalIndex.6,carbonTypes.6,bondCount,chiPathCluster.2,hBondDonors,longestAliphaticChain,chiPath.3,chiChain.8,CPSA.20,CPSA.21,CPSA.22,CPSA.23,kierHallSmarts.8,kierHallSmarts.9,CPSA.26,CPSA.27,kierHallSmarts.4,kierHallSmarts.5,kierHallSmarts.6,kierHallSmarts.7,kierHallSmarts.0,kierHallSmarts.1,kierHallSmarts.2,kierHallSmarts.3,ip,chiChain.4,mde.10,atomCount,NilaComplexity,bpol,momentOfInertia.1,kierHallSmarts.16,kierHallSmarts.17,kierHallSmarts.14,kierHallSmarts.15,kierHallSmarts.12,kierHallSmarts.13,kierHallSmarts.10,kierHallSmarts.11,weightedPath.0,kierHallSmarts.18,kierHallSmarts.19,weightedPath.1,CPSA.19,CPSA.18,CPSA.15,CPSA.14,CPSA.17,CPSA.16,CPSA.11,CPSA.10,CPSA.13,CPSA.12,tpsa,WHIM.6,WHIM.5,WHIM.4,WHIM.3,WHIM.2,WHIM.1,WHIM.0,WHIM.15,WHIM.9,WHIM.8,carbonTypes.7,kierValues.2,momentOfInertia.5,lipinskifailures,kierHallSmarts.29,kierHallSmarts.28,eccentricConnectivityIndex,kierHallSmarts.23,kierHallSmarts.22,kierHallSmarts.21,kierHallSmarts.20,kierHallSmarts.27,kierHallSmarts.26,kierHallSmarts.25,kierHallSmarts.24,gravitationalIndex.8,acidicGroupCount,chiChain.9,chiCluster.2,apol,largestChain,TARGET
LOVASTATIN,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,nan,0,0,4.243970645,12.25411286,-0.391941998,0.265635813,11.9,15.99894487,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,2,2,0,0,0,0,0,0,nan,7.668088885,4.760060071,2.739443215,nan,5.151058077,3.919834629,0,5.857980995,5.069895963,3.799627761,9.35502688,6.934972944,2.596904746,1.773814864,0,0,0,0,0,0,0,0,0,0,nan,nan,3424.617209,3710.446548,3468.184009,2457.001126,2088.478979,10.54338843,nan,23.65868887,0,0,0,32.87234518,33.32464384,48.86985784,51.64928768,50.86613377,0,0,4.574,5,nan,367.9745731,0.75,nan,0,105.6455,0,-0.0992,0.00984064,1.411023056,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.461538462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.30727256,nan,13.65553829,0.092195261,-0.183417844,0.620561127,nan,0,0.099150669,18.17370041,nan,0,nan,nan,0.142857143,21.12902755,13.778096,12.85191878,0,8.528952378,1.25992105,4.94518219,3.438413711,0.211724614,6.329102309,0,11.25949783,0,0,0,13.65553829,0.857142857,47,2246,nan,2.357783538,0,8.752945625,0,nan,nan,0.905443344,14.37014661,0,3.55,26.11952066,0,150,7.784998941,0,0,0,0,0,0,0,0,0,nan,0,7,6.497901267,nan,0,0.620689655,4,0,0.179152493,0,0,0,3,2,4,1,nan,9,31,10.50919958,0,4,10.19126782,0.105379416,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.516591267,0.382096272,29,149.05,6.706,nan,0,0,0,3,0,0,0,0,58.39455407,0,0,2.013605313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,6.035714286,nan,0,0,0,609,0,0,0,0,0,0,0,0,nan,0,0.245634317,0.419363744,46.25,7,0
MEFLOQUINE,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,nan,0,0,3.733714844,10.95663788,-0.386275986,0.433668584,11.85,19.00342227,0,0,0,0,0,0,0,0,0.2,nan,0,0,nan,nan,0,0,0,6,0,0,0,0,nan,8.504049073,5.874457844,1.561962879,nan,2.683006362,2.099655824,0,5.700439718,3.258365087,2.40859737,6.29521825,4.51554452,1.335596558,0.849618554,0,0,0,0,0,0,0,0,0,0,nan,nan,2650.081505,2858.825111,2655.944061,1822.699404,1508.379979,7.78799351,nan,20.72704082,0,0,0.007382105,36.50669447,32.48753038,57.33043299,55.31684279,56.84055661,0.166666667,0,2.396,3,nan,361.9914819,0.470588235,nan,0,82.4464,0,0.9876,0.97535376,0.808789691,0,0,0,0,0,0,0,0,0,0,nan,nan,0.026997462,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.420149163,nan,2.597750349,-0.079162413,0.127954935,0.77652082,nan,0,0.187706986,13.45474277,nan,4.486721459,nan,nan,0,19.1125197,12.08735353,12.68654617,0,7.495181206,0,4.657053226,3.640096531,0.162793656,0,11,8.083158393,0,0,0.262188697,23.14184496,1,45,1491,nan,3.761604552,6.197335504,0,0,nan,nan,0,9.563073858,3.042924741,2.34,16.58017823,0,142,7.503002621,0,0,0,0,0,0,0,0,0,nan,0.577350269,4,6.422214199,nan,10,0.653846154,10,0,0.22565901,0,0,0,6,0,3,3,nan,5,28,12.54211873,0,0,9.188528214,0.112362475,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.311554006,0,26,134.09,10.816,nan,3,2,0,0,0,0,0,0,52.234504,2,0,2.009019385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4.543209877,nan,0,0,1,434,0,0,0,0,0,0,0,0,nan,0,0.111252545,1.120582191,36.264,3,0
MEROPENEM,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],nan,1,0,4.987629887,13.12689815,-0.392015822,0.3030087,11.9,31.97207233,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,3,0,0,0,0,0,0,0,nan,9.533758362,6.056615864,3.533083892,nan,7.075248372,5.275803517,0,5.700439718,5.555266144,4.186114253,8.783160753,6.945640337,2.86745583,1.963631467,0,0,0,0,0,0,0,0,0,0,nan,nan,3368.695242,3575.294576,3645.441075,2532.879753,2063.445397,7.78799351,nan,20.72704082,0.111111111,0.125,0,37.08003912,34.32948576,52.88254038,59.74588202,60.93055438,0,0,-0.779,8,nan,357.9558661,0.705882353,nan,0.485562361,95.3237,0,-2.5654,6.58127716,1.625532387,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.376268986,nan,12.36966323,-0.022397735,0.130344868,0.769571189,nan,0.27436426,-0.206008956,16.1166593,nan,0,nan,nan,0,19.33398062,12.14564217,11.95751661,0,8.283870145,0,4.535605028,3.156787195,0.404483504,1.504241237,0,9.624803153,0.471404521,0.074535599,0,25.04040544,1,43,1652,nan,2.528668289,9.522026585,8.882155215,0,nan,nan,0.858374219,17.53839627,0,2.34,6.239277185,0,142,0.5,0,0,0,0,0,0,0,0,0,nan,0,6,6.439060124,nan,0,0.5,8,0,0.979119179,0,0,0,2,3,3,0,nan,5,28,14.03405347,0,0,9.846459517,0.56774942,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,1.782557288,1.606532893,26,134.09,12.35,nan,0,0,0,5,0,0,0,0,51.80434495,0,0,1.992474806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,3.560333244,nan,0,2,0,515,0,0,0,0,0,0,0,0,nan,0,0.852309543,0.938386899,40.13,5,0
METFORMIN,CN(C)C(=N)NC(N)=N,nan,0,0,5.065542929,8.064633623,-0.364674062,0.234507419,11.97811959,14.02510925,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,1.052198841,1.412225138,0.399445438,nan,0.188745848,0.176095881,0,4.169925001,0.239363502,0.120451422,1.781709123,0.700284079,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,218.7523464,327.7804956,430.7236317,382.2246429,381.8860378,3.92,nan,9,0,0,0,10.79990151,9.329455465,12.15988181,9.329455465,7.439921205,0,0.944940787,0.558,5,nan,118.01537,0.5,nan,0,31.2928,0,-0.2231,0.04977361,0.351677281,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.200819214,nan,0,0.185373317,-0.160467887,0.207281318,nan,0,0.107442499,5.524563865,nan,0,nan,nan,0,7.439157589,4.03658126,3.850849931,5,1.015735575,0,0,0,0.055901699,0,0,2.406709123,0.5,0,0,12.9227113,0.666666667,8,96,nan,0.977283884,12.9227113,1.414213562,1.5,nan,nan,0.5,0.5,0,1.35,0,0,36,0,0,0,0,0,0,0,0,0,0,nan,0,3,0.544331054,nan,0,0,7,0,0,0.944940787,0,0,0,0,0,0,nan,0,8,1.360827635,0,0,1.981260732,0,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0,0,9,8.05,5.28,nan,0,0,0,2,0,0,0,0,16.32752741,0,0,1.814169712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4.5,nan,0,1,0,63,0,0,0,0,0,0,0,0,nan,0,0,0.23570226,12.54,9,0
METHOTREXATE,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(C)CC1=NC2=C(N)NC(=N)N=C2N=C1)C(O)=O,nan,0,0,3.83277774,9.765095962,-0.332110588,0.312621779,11.85,15.99896016,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,3,0,0,0,0,0,0,0,nan,7.369276068,5.370444495,1.582055397,nan,1.91429879,1.802097894,0,6.044394119,3.046900985,1.934593178,7.232273959,4.748700012,1.080943555,0.620622094,0,0,0,0,0,0,0,0,0,0,nan,nan,2875.56609,3267.999663,3173.858249,2322.750335,2009.898323,12.80799667,nan,27.58530612,0,0,0,39.75218759,39.15318888,57.05549006,58.89037947,54.47498478,2.114419353,0.288675135,-3.161,13,nan,431.9991651,0.25,nan,0,115.4322,0,-2.3648,5.59227904,0.91158955,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.473684211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.55983728,nan,12.15848591,0.033242559,0.183823796,0.999237325,nan,0,-0.149232881,17.57079867,nan,0,nan,nan,0,24.12059139,15.63393805,14.73299817,3,8.927255075,0,4.975141445,3.444843854,0.115666643,1.888548374,12,9.764289884,1.038109116,0,0,35.91187986,0.9,51,3832,nan,2.744237115,23.75339395,1.930739039,2.448685163,nan,nan,0,9.825224275,0,2.23,18.39037544,0,168,6.780277902,0,0,0,0,0,0,0,0,0,nan,0,10,7.113733666,nan,12,0.545454545,12,0,0.206930271,0.25,0,0,7,6,1,1,nan,3,35,10.06473763,0,5,11.23011947,0.056186959,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.421412331,2.087949026,33,169.13,14.69,nan,3,0,0,5,0,0,0,0,66.17716723,0,0,2.005368704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,92.59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,8,nan,1,1,2,1009,0,0,0,0,1,0,0,0,nan,0,0.077745974,0.566635354,48.01,12,0
METHYLPHENIDATE,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,nan,0,0,4.893710002,10.88094441,-0.318641661,0.27034129,11.85,15.9959227,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,1,1,0,0,0,0,0,0,nan,3.361598908,1.868120699,0.864102206,nan,1.633781676,1.332575888,0,5.087462841,2.483287138,1.796047091,4.467913375,3.364607871,0.845025223,0.51990619,0,0,0,0,0,0,0,0,0,0,nan,nan,1420.562722,1601.218052,1579.635346,1203.17692,1054.171015,6.805293006,nan,13.43209877,0,0,0,18.90891837,19.3286398,24.93719879,26.15900569,27.43183892,0,0,2.309,3,nan,213.9929032,0.5,nan,0,65.4906,0,-0.2489,0.06195121,0.345522031,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.201580382,nan,5.224815638,0.053527135,-0.109702517,0.349337612,nan,0,0.158839064,10.18637559,nan,0,nan,nan,0,12.08757567,8.325698503,6.759062637,0,4.624430883,0.5,1.934733853,1.337479524,0.071129449,1.540309321,6,6.188340602,0,0,0,8.287218421,1,24,498,nan,0.680146705,3.062402783,1.277886208,0,nan,nan,0,4.242640687,0,2.67,12.4115566,0,82,11.12077744,0,0,0,0,0,0,0,0,0,nan,0,4,3.688706199,nan,6,0.764705882,6,0,0.204124145,0,0,0,5,1,1,1,nan,4,18,4.753336002,0,2,5.689338194,0.104243799,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.11785113,0,17,52.03,4.194,nan,1,0,0,1,0,0,0,0,34.28104025,0,0,2.016531779,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,3.484444444,nan,0,0,0,218,0,0,0,0,0,0,0,0,nan,0,0.060185185,0.189678531,27.344,5,0
METOCLOPRAMIDE,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,nan,0,0,5.117462279,10.06449999,-0.347915992,0.234064597,11.85,34.96885354,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,1,1,0,0,0,0,0,0,nan,3.939960633,3.07919854,1.298810947,nan,1.275546341,1.366573817,0,5.321928095,2.041710709,1.140667114,4.763988307,3.49877253,0.61212283,0.296875503,0,0,0,1,0,0,0,0,0,0,nan,nan,1423.059152,1763.224079,1721.917959,1336.057683,1207.03208,9.106508876,nan,18.05,0,0,0,30.34182888,23.94513817,32.61655234,38.36310277,33.11039302,0,0.111111111,1.163,5,nan,276.9679039,0.5,nan,0,84.3901,0,-0.0118,0.00013924,0.587236019,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.454545455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.242130186,nan,5.344349556,0.012646764,-0.04799056,0.471074899,nan,0,0.024650625,12.95808153,nan,0,nan,nan,0,15.12095586,9.527605765,7.848864374,0,4.544541096,0.25,2.098366691,1.14993412,0.086296209,4.166944848,6,7.043269214,0.333333333,0,0,16.58991412,0.833333333,29,902,nan,1.213980357,8.723485876,2.511487022,0.166666667,nan,nan,0.407162642,5.085675265,0,2.34,8.390432083,0,92,4.000913746,0,0,0,0,0,0,0,0,0,nan,0,8,3.345728105,nan,6,0.3,11,0,0.055555556,0,0,0,5,1,6,1,nan,0,20,5.274519656,0,2,6.577206482,0.020833333,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.182469836,0,20,20.06,7.254,nan,4,0,0,1,0,0,0,0,38.9330234,0,0,1.94665117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,5.37890625,nan,0,1,0,341,0,0,0,0,0,0,0,0,nan,0,0.05457275,0.330933093,31.724,10,0
METOPROLOL,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,nan,0,0,4.434017567,8.651953964,-0.389043743,0.100186248,11.85,15.99692749,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,0,2,0,0,0,0,0,0,nan,1.677807669,1.562948829,0.667474535,nan,0.662211331,0.590691889,0,5.247927513,1.595342823,1.14163213,4.9145264,2.722324033,0.518937031,0.2764712,0,0,0,0,0,0,0,0,0,0,nan,nan,928.4193388,1115.54853,1223.095569,1026.818431,962.5140519,9.833648393,nan,17.05263158,0,0,0,21.68338741,20.99282375,25.49109766,23.82248047,20.21392148,0,0,0.702,4,nan,241.9878179,0.6,nan,0,81.0445,0,-0.0334,0.00111556,0.603667091,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.213925562,nan,8.294876458,-0.149759491,0.104556127,0.486455036,nan,0,0.093026466,12.05623892,nan,0,nan,nan,0.142857143,14.08757567,9.113392203,7.682698975,0,3.58404248,0.365148372,1.742455218,1.082466747,0,3.607994388,6,6.736267835,0,0,0,11.16614946,1,21,906,nan,1.105171716,2.871273,2.368989444,0,nan,nan,0.409913825,1.321802152,0,2.67,10.08697815,0,84,8.734913183,0,0,0,0,0,0,0,0,0,nan,0,9,3.130870467,nan,6,0.315789474,7,0,0.083333333,0,0,0,5,0,5,1,nan,3,19,2.302872101,0,3,5.236782774,0.027777778,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.11785113,0,19,19.04,6.11,nan,2,0,0,0,0,0,0,0,37.25718085,0,0,1.960904255,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,8,nan,0,0,0,393,0,0,0,0,0,0,0,0,nan,0,0.030982085,0,29.906,9,0
METRONIDAZOLE,CC1=NC=C(N1CCO)[N+]([O-])=O,nan,0,0,3.757000605,8.84182888,-0.394411839,0.195982316,11.98855308,15.99692378,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,1,0,0,0,1,1,0,0,nan,2.915852641,1.944076802,0.638590829,nan,0.666465485,0.844136733,0,4.584962501,1.035738767,0.47696417,2.316332286,1.609221283,0.139267897,0.043442465,0,0,0,0,0,0,0,0,0,0,nan,nan,423.6283112,618.8859814,756.2643183,571.4208236,506.4890584,4.296875,nan,10.08333333,0,0.5,0,15.40334801,14.43610677,19.48779717,18.18309485,16.59802086,0,0,-0.143,3,nan,161.9939659,0.5,nan,0.096225045,37.6346,0,-0.8427,0.71014329,0.270344034,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.12810804,nan,7.266073918,-0.09150195,0.137920168,0.308412611,nan,0.028867513,-0.052327212,6.44855969,nan,0,nan,nan,0,9.137828202,5.66390246,4.915035445,0,2.965128879,0,0.977339205,0.250682765,0.0676302,0.908560296,5,3.492378475,0.816496581,0,0,16.63513874,1,15,193,nan,0.841201121,9.369064821,1.154700538,0,nan,nan,0,0.5,0,1.46,2.941682753,0,56,1.310370697,0,0,0,0,0,0,0,0,0,nan,0,3,1.96538689,nan,5,0.416666667,8,0,0.219821982,0,0,0,0,3,3,0,nan,0,12,3.521697515,0,2,3.714500054,0.069692343,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.322104281,0.721124785,12,12.06,5.514,nan,2,0,0,0,0,0,0,0,23.19664643,0,0,1.933053869,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.25,nan,0,0,1,109,0,0,0,0,0,0,0,0,nan,0,0.078025676,0.287863364,16.266,3,1
MIDAZOLAM,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,nan,0,0,4.911559842,11.89234,-0.277599821,0.149813803,11.85,34.96885367,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,0,0,0,1,0,1,0,0,nan,7.065604664,4.002162267,1.52616897,nan,2.805155603,2.262366923,0,5.523561956,3.125559206,2.20210094,5.87474778,4.229093123,1.334563591,0.879262139,0,0,0,1,0,0,0,0,0,0,nan,nan,3315.555918,3709.779002,3266.662271,2217.536126,1823.499607,6.718836565,nan,16.46745562,0,0,0,33.29493495,29.69682928,45.08891114,50.67069625,48.76737842,0.25,0,1.835,3,nan,311.9764779,0.111111111,nan,0.096225045,97.8141,0,0.4073,0.16589329,0.755514491,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.444444444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.150267311,nan,0,-0.034339501,-0.036414508,0.323976247,nan,0.028867513,0.086451712,13.17940761,nan,0,nan,nan,0,15.97432702,11.14786705,10.30479797,0,7.98653094,0,4.828785098,3.771538316,0.130616485,1.627413328,17,7.656002257,0.816496581,0,0,14.85607834,0.8,43,1035,nan,1.582188487,9.743583072,2.094140694,0,nan,nan,0,10.32772012,0,2.89,22.21060477,0,128,9.123544769,0,0,0,0,0,0,0,0,0,nan,0,1,6.701068779,nan,17,0.869565217,19,0,0.371196697,0,0,0,12,2,2,2,nan,0,26,10.50516077,0,0,9.054363455,0.115547724,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.560406552,0,23,170.05,6.243,nan,7,0,0,1,0,0,0,0,47.811309,0,0,2.078752565,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3.017832647,nan,0,0,1,361,0,0,0,0,1,0,0,0,nan,0,0.144182855,0.442375608,37.717,0,0
MILRINONE,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,nan,0,0,4.543665151,10.84300676,-0.273900105,0.246339789,11.85,15.99491917,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,1,0,0,0,0,0,0,0,nan,3.723650504,2.408761553,0.825244165,nan,1.18271906,1.040676614,0,5,1.537462949,0.983228504,3.398504111,2.350114111,0.461435618,0.207948101,0,0,0,0,0,0,0,0,0,0,nan,nan,1177.487628,1565.144629,1587.801111,1166.463842,1006.886967,5.557655955,nan,12.4567474,0,0,0,17.85440994,18.16300164,24.88264517,25.99336753,22.24235359,0.166666667,0,-0.523,4,nan,202.0041366,0.090909091,nan,0,63.0635,0,-0.54,0.2916,0.403701937,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.13675777,nan,2.53273004,0.004786078,-0.123947915,0.352376566,nan,0,0.110319229,8.689426827,nan,0,nan,nan,0,11.5436056,7.719545353,6.656244942,0,4.556298751,0,2.206471614,1.235195302,0.074872044,1.407535559,6,4.765495928,0,0,0,10.99444462,1,24,425,nan,0.940820618,8.461714581,2.125707501,0.353553391,nan,nan,0,5.085675265,0,2.34,11.2678649,0,80,5.145513941,0,0,0,0,0,0,0,0,0,nan,0,1,3.450400877,nan,6,0.75,15,0,0.157617628,0,0,1,4,3,1,3,nan,0,17,5.059205219,0,0,5.633830809,0.042887396,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.241395401,0,16,49.04,4.258,nan,1,0,1,4,0,0,0,0,32.16473695,0,0,2.010296059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.831111111,nan,0,0,1,207,0,0,0,0,0,0,1,0,nan,0,0.055872687,0.282117557,25.222,1,0
