Name,SMILES,WHIM.13,kierHallSmarts.49,kierHallSmarts.48,BCUT.4,BCUT.5,BCUT.2,BCUT.3,BCUT.0,BCUT.1,kierHallSmarts.41,kierHallSmarts.40,kierHallSmarts.43,kierHallSmarts.42,kierHallSmarts.45,kierHallSmarts.44,kierHallSmarts.47,kierHallSmarts.46,mde.9,gravitationalIndex.0,kierHallSmarts.38,kierHallSmarts.39,vabc,WHIM.12,kierHallSmarts.34,kierHallSmarts.35,kierHallSmarts.36,kierHallSmarts.37,kierHallSmarts.30,kierHallSmarts.31,kierHallSmarts.32,kierHallSmarts.33,gravitationalIndex.5,chiPathCluster.1,chiPathCluster.0,chiPathCluster.3,gravitationalIndex.4,chiPathCluster.5,chiPathCluster.4,mde.3,vAdjMa,chiPath.12,chiPath.13,chiPath.10,chiPath.11,chiPath.14,chiPath.15,kierHallSmarts.58,kierHallSmarts.59,kierHallSmarts.52,kierHallSmarts.53,kierHallSmarts.50,kierHallSmarts.51,kierHallSmarts.56,kierHallSmarts.57,kierHallSmarts.54,kierHallSmarts.55,momentOfInertia.4,momentOfInertia.0,autoCorrelationPolarizability.4,autoCorrelationPolarizability.3,autoCorrelationPolarizability.2,autoCorrelationPolarizability.1,autoCorrelationPolarizability.0,kierValues.1,momentOfInertia.6,kierValues.0,chiChain.1,mde.18,chiCluster.7,autoCorrelationMass.0,autoCorrelationMass.1,autoCorrelationMass.2,autoCorrelationMass.3,autoCorrelationMass.4,mde.16,mde.15,xlogP,hBondacceptors,momentOfInertia.2,weight,hybratio,momentOfInertia.3,chiChain.2,ALOGP.2,chiChain.5,ALOGP.0,ALOGP.1,chiCluster.4,kierHallSmarts.69,kierHallSmarts.68,kierHallSmarts.67,kierHallSmarts.66,kierHallSmarts.65,kierHallSmarts.64,kierHallSmarts.63,kierHallSmarts.62,kierHallSmarts.61,kierHallSmarts.60,CPSA.9,CPSA.8,chiCluster.5,petitjeanNumber,WHIM.16,CPSA.1,CPSA.0,CPSA.3,CPSA.2,CPSA.5,CPSA.4,CPSA.7,CPSA.6,WHIM.14,gravitationalIndex.3,CPSA.24,CPSA.25,autoCorrelationCharge.1,WHIM.11,weightedPath.3,autoCorrelationCharge.2,autoCorrelationCharge.3,autoCorrelationCharge.0,WHIM.10,chiChain.7,autoCorrelationCharge.4,chiPath.8,CPSA.28,mde.8,WHIM.7,gravitationalIndex.2,mde.12,chiPath.0,chiPath.1,chiPath.2,basicGroupCount,chiPath.4,mde.11,chiPath.6,chiPath.7,chiCluster.6,mde.1,aromaticBondsCount,chiPath.9,mde.17,chiChain.6,chiCluster.3,weightedPath.2,petitjeanShapeIndex.0,wienerNumbers.1,wienerNumbers.0,gravitationalIndex.1,chiCluster.0,weightedPath.4,mde.2,mde.14,lengthOverBreadth.1,lengthOverBreadth.0,mde.0,mde.7,mde.6,mannholdLogP,mde.5,chiChain.0,zagrebIndex,mde.4,kierHallSmarts.70,kierHallSmarts.71,kierHallSmarts.72,kierHallSmarts.73,kierHallSmarts.74,kierHallSmarts.75,kierHallSmarts.76,kierHallSmarts.77,kierHallSmarts.78,petitjeanShapeIndex.1,chiCluster.1,rotatableBondsCount,chiPath.5,gravitationalIndex.7,aromaticAtomsCount,fmf,largestPiSystem,carbonTypes.8,chiChain.3,mde.13,carbonTypes.1,carbonTypes.0,carbonTypes.3,carbonTypes.2,carbonTypes.5,carbonTypes.4,gravitationalIndex.6,carbonTypes.6,bondCount,chiPathCluster.2,hBondDonors,longestAliphaticChain,chiPath.3,chiChain.8,CPSA.20,CPSA.21,CPSA.22,CPSA.23,kierHallSmarts.8,kierHallSmarts.9,CPSA.26,CPSA.27,kierHallSmarts.4,kierHallSmarts.5,kierHallSmarts.6,kierHallSmarts.7,kierHallSmarts.0,kierHallSmarts.1,kierHallSmarts.2,kierHallSmarts.3,ip,chiChain.4,mde.10,atomCount,NilaComplexity,bpol,momentOfInertia.1,kierHallSmarts.16,kierHallSmarts.17,kierHallSmarts.14,kierHallSmarts.15,kierHallSmarts.12,kierHallSmarts.13,kierHallSmarts.10,kierHallSmarts.11,weightedPath.0,kierHallSmarts.18,kierHallSmarts.19,weightedPath.1,CPSA.19,CPSA.18,CPSA.15,CPSA.14,CPSA.17,CPSA.16,CPSA.11,CPSA.10,CPSA.13,CPSA.12,tpsa,WHIM.6,WHIM.5,WHIM.4,WHIM.3,WHIM.2,WHIM.1,WHIM.0,WHIM.15,WHIM.9,WHIM.8,carbonTypes.7,kierValues.2,momentOfInertia.5,lipinskifailures,kierHallSmarts.29,kierHallSmarts.28,eccentricConnectivityIndex,kierHallSmarts.23,kierHallSmarts.22,kierHallSmarts.21,kierHallSmarts.20,kierHallSmarts.27,kierHallSmarts.26,kierHallSmarts.25,kierHallSmarts.24,gravitationalIndex.8,acidicGroupCount,chiChain.9,chiCluster.2,apol,largestChain,TARGET
EZETIMIBE,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,nan,0,0,4.02197235,11.4659796,-0.387924986,0.212772635,11.85,18.99941253,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,1,0,0,2,0,0,0,0,nan,7.003267557,4.927544186,1.878288117,nan,3.020593356,2.463628157,0,5.906890596,3.886840434,2.842289807,7.472218611,5.559223598,1.698104425,1.099637315,0,0,0,0,0,0,0,0,0,0,nan,nan,2927.79109,3203.540618,3106.166641,2313.017789,1935.54927,10.29244002,nan,23.16804408,0.111111111,0,0,35.68747569,35.65839195,50.20578966,51.81478593,45.48503377,0,0,1.309,4,nan,387.9846243,0.208333333,nan,0.317978591,119.4029,0,1.2557,1.57678249,0.868437618,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.466666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.187612966,nan,7.688358647,0.01576539,-0.0046137,0.447811245,nan,0.157669258,0.016953296,16.08028562,nan,0,nan,nan,0,21.2503479,14.43556075,13.29216179,0,8.765549954,0,5.204779104,3.565524079,0.158508108,0,18,9.749263724,0,0.074535599,0,16.27190917,0.875,46,2586,nan,2.15248274,3.541023912,0,0,nan,nan,0,10.29490539,0,3.44,32.9130478,0,160,17.65102791,0,0,0,0,0,0,0,0,0,nan,0,6,7.535106389,nan,18,0.833333333,9,0,0.8216256,0,0,0,16,1,0,2,nan,4,33,10.02113943,0,3,11.25158313,0.329951562,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,1.307016582,0.383154716,30,219.06,7.26,nan,6,0,0,1,0,0,0,0,61.25910292,0,0,2.041970097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,5.333333333,nan,0,1,0,748,0,0,0,0,0,0,0,0,nan,0,0.407780347,0.45407765,46.86,4,0
FAMOTIDINE,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,nan,1,0,5.680446533,10.56083825,-0.289865088,0.318830302,11.99801041,31.97456302,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,2,0,0,0,0,0,0,0,nan,3.603456079,1.983102501,0.707436765,nan,0.986273907,1.130122205,0,5.321928095,2.857154512,1.761234857,5.802554904,3.65937387,1.195190056,0.776979047,0,0,1,0,1,0,0,0,0,0,nan,nan,1610.862395,1623.89757,2074.566693,1639.297014,1519.775861,8.444444444,nan,18.05,0,0,0,42.4520593,37.34830573,43.71897632,34.56947598,43.27073838,0.598408481,0,-1.791,9,nan,321.9275602,0.375,nan,0.11785113,75.2882,0,-1.8827,3.54455929,0.613106923,0,0,0,0,0,0,0,0,0,0,nan,nan,0.026335859,0.461538462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.381060695,nan,4.699523635,0.243361535,-0.147297298,0.474281631,nan,0.079056942,0.090491874,12.22768886,nan,0,nan,nan,0,15.17336211,9.259838812,9.329065531,5,4.394702033,0,1.612993535,1.162369274,0,0,5,7.658082028,0,0,0,32.50347134,0.857142857,20,1046,nan,2.665831887,18.53128358,0,2.447265885,nan,nan,0,1.449037065,0,1.02,5.012598496,0,94,2.40685195,0,0,0,0,0,0,0,0,0,nan,0.353553391,7,2.396550688,nan,5,0.25,9,0,0.166666667,0.811317618,0,0,1,2,2,0,nan,1,20,3.12879775,0,3,4.974697777,0.091257038,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.165963653,0.5,20,20.12,17.636,nan,2,0,0,2,0,0,0,0,38.7672983,0,0,1.938364915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,8.8128,nan,0,0,1,406,0,0,0,0,2,0,0,0,nan,0,0.111142989,0,32.084,11,0
FELBAMATE,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,nan,0,0,3.801050781,9.735447545,-0.303262408,0.33567445,11.85,15.99792977,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,2,2,0,0,0,0,0,0,nan,1.80274943,1.520159311,0.599753053,nan,0.683280193,0.663488785,0,5.087462841,1.331217948,0.867470756,3.367686683,2.124530403,0.401751494,0.199955624,0,0,0,0,0,0,0,0,0,0,nan,nan,903.5213414,1034.714963,1081.818933,877.6732597,802.8713725,8.163265306,nan,15.05882353,0,0,0,20.81783674,19.32491573,25.42696841,21.32491573,21.09938476,0,0,0.058,6,nan,223.9858065,0.272727273,nan,0,59.5485,0,0.7569,0.57289761,0.336787657,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.484817419,nan,10.62593794,0.263861889,-0.110192535,0.620642079,nan,0,0.147136303,9.166008878,nan,0,nan,nan,0.25,12.67336211,8.092224153,7.10056399,0,3.316132418,1.154700538,1.70748265,1.046766366,0.048112522,0,6,4.987052437,0,0,0,15.40965702,1,19,564,nan,1.149829914,4.783719083,0,0,nan,nan,0,1.944161297,0,2.01,9.421963799,0,76,8.569953438,0,0,0,0,0,0,0,0,0,nan,0,7,2.740842663,nan,6,0.352941176,6,0,0.102062073,0.125,0,0,5,0,2,1,nan,0,17,2.381580489,0,3,4.546112076,0.032075015,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.058925565,0.125,17,17.06,7.068,nan,1,0,0,2,0,0,0,0,33.23598196,0,0,1.955057763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,6.479338843,nan,0,0,0,213,0,0,0,0,0,0,0,0,nan,0,0.018518519,0.083333333,24.768,11,1
FELODIPINE,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,nan,0,0,5.054456284,13.45053805,-0.315664494,0.292370617,11.85,34.96985477,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,2,2,0,0,0,0,0,0,nan,8.25925707,4.760016863,2.291742632,nan,4.293493219,3.215692336,0,5.64385619,3.325335409,2.246988792,6.275624467,4.787006823,1.440074579,0.735357572,0,0,0,2,0,0,0,0,0,0,nan,nan,3915.513276,4009.233678,3475.28146,2391.553329,2001.19235,9.273922571,nan,21.30177515,0,0,0,43.88375626,32.22845701,48.68120825,66.29126868,65.45607722,0,0,3.739,5,nan,363.9204378,0.333333333,nan,0,102.7036,0,2.3934,5.72836356,0.938573113,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.444444444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.395790516,nan,10.61247506,0.206411872,-0.203478474,0.647279553,nan,0,0.277370511,15.91728786,nan,0,nan,nan,0.166666667,18.72325016,11.82780492,10.50497094,0,7.453512599,1.154700538,4.359327112,2.582017299,0.293176765,2.717046559,6,8.464462546,0,0,0,18.68868229,0.8,45,1300,nan,1.840377489,3.007289969,9.900120231,0,nan,nan,0.957670155,18.78302528,0,2.67,10.98620892,0,126,2.027323424,0,0,0,0,0,0,0,0,0,nan,0,6,5.616995412,nan,6,0.48,11,0,0.113402303,0,0,0,7,2,4,3,nan,0,26,12.53553034,0,2,8.912915095,0.042098457,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.344655736,0.166666667,25,76.07,7.908,nan,3,0,0,6,0,0,0,0,49.42149084,0,0,1.976859634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,4.465974625,nan,0,0,0,362,0,0,0,0,0,0,0,0,nan,0,0.131591047,0.648354859,40.348,5,1
FENOFIBRATE,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,nan,0,0,4.88652512,9.588555694,-0.329421302,0.294132472,11.85,34.96885376,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,2,2,0,0,0,0,0,0,nan,6.047356585,4.876192854,1.609647964,nan,2.000434042,1.699310789,2,5.64385619,2.260548224,1.598367228,6.86326618,3.682219941,0.684554414,0.403871446,0,0,0,1,0,0,0,0,0,0,nan,nan,1996.090231,2277.326357,2340.246491,1734.908727,1529.155192,9.273922571,nan,21.30177515,0,0,0.017010345,35.81082605,29.9443225,45.33102206,46.1054911,38.27269041,0,0,3.039,4,nan,338.9485112,0.3,nan,0,105.7354,0,2.4748,6.12463504,1.410338539,0,0,0,0,0,0,0,0,0,0,nan,nan,0.102062073,0.466666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.261392039,nan,10.92240436,-0.114281126,0.205448023,0.565501155,nan,0,-0.072025559,15.463039,nan,1.81689914,nan,nan,0.333333333,18.6125197,11.68637773,11.38317628,0,6.086030029,0.942809042,2.751768656,1.872997106,0.109708048,4.03252285,12,8.370704645,0,0,0.144337567,13.44068092,0.875,37,1716,nan,2.681431954,0,5.107765663,0,nan,nan,1.62865057,4.636529534,1.475575893,3.11,16.09174169,0,126,8.691901918,0,0,0,0,0,0,0,0,0,nan,0.204124145,7,4.769172821,nan,12,0.52,15,0,0.166666667,0,0,0,11,1,4,2,nan,1,26,8.17627478,0,3,8.412857889,0.055555556,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.238483943,0.111111111,25,76.05,6.168,nan,4,0,0,2,0,0,0,0,49.39788546,1,0,1.975915419,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,6.282314765,nan,0,0,0,584,0,0,0,0,0,0,0,0,nan,0,0.070615047,0.68524937,40.588,10,0
FENTANYL,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,nan,0,0,5.349820748,11.14346685,-0.302524215,0.207115552,11.85,15.99492119,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,1,0,0,0,0,0,0,0,nan,4.480844919,2.734146103,1.404778104,nan,2.457247692,2.021606949,0,5.64385619,3.650415141,2.71358561,6.761256503,5.087288838,1.46596415,0.965354963,0,0,0,0,0,0,0,0,0,0,nan,nan,2381.209229,2640.331481,2578.292806,1954.412898,1713.161481,10.36408163,nan,19.75308642,0,0.25,0,26.49442964,28.32918358,37.21500904,38.15954946,36.18689401,0,0,3.069,3,nan,308.0010626,0.409090909,nan,0,108.6161,0,1.2929,1.67159041,0.608699502,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.15618144,nan,2.506606383,0.023962362,-0.030643126,0.275893767,nan,0,0.086299461,15.10327591,nan,0,nan,nan,0,17.4849169,12.27518825,10.22316425,0,6.914390553,0,3.263065967,2.432850462,0.072425335,2.564006438,12,9.410297277,0,0,0,9.468979151,1,36,1680,nan,1.088394995,6.962372768,0.945741609,0,nan,nan,0,1.573672595,0,3.55,16.7083251,0,124,27.93524596,0,0,0,0,0,0,0,0,0,nan,0,7,5.652510045,nan,12,0.84,9,0,0.287457479,0,0,0,11,1,4,1,nan,5,27,6.110771894,0,3,8.638827937,0.128699752,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.238132436,0,25,129.03,4.918,nan,2,0,0,1,0,0,0,0,51.06681187,0,0,2.042672475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,5.736296296,nan,0,2,0,583,0,0,0,0,0,0,0,0,nan,0,0.111535903,0.189678531,41.722,5,1
FEXOFENADINE,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,nan,0,0,4.554574098,12.76466799,-0.388019683,0.269102697,11.85,15.997949,0,0,0,0,0,0,0,0,0.076923077,nan,0,0,nan,nan,1,0,0,0,0,0,0,0,nan,11.04552264,8.264899046,3.740332343,nan,5.119016032,4.613835453,1.069044968,6.209453366,5.517229509,3.899170075,10.824534,8.109897201,2.404209577,1.702859344,0,0,0,0,0,0,0,0,0,0,nan,nan,4379.973354,4879.846796,4527.612234,3214.619469,2739.30465,13.5734072,nan,29.97,0,0,0.102142445,40.45785644,41.82691371,60.59765868,69.31374352,63.64955957,0,0,3.529,5,nan,461.9827325,0.40625,nan,0,151.1449,0,1.4362,2.06267044,1.792777063,0,0,0,0,0,0,0,0,0,0,nan,nan,0.157274861,0.473684211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.201215999,nan,9.923121955,-0.003624013,0.001542215,0.440806592,nan,0,-0.125083608,21.88445445,nan,3.317134648,nan,nan,0,26.46804456,17.72423588,16.24950141,0,10.39018374,0,5.304428703,4.236559639,0.517430375,4.041535157,18,13.30304948,0,0,0.394337567,13.37702664,0.9,64,5214,nan,2.979427123,3.453904682,2.259130426,0,nan,nan,0.5,3.573161044,7.099384022,4.43,26.46563693,0,194,0,0,0,0,0,0,0,0,0,0,nan,0.262891712,10,8.06703889,nan,18,0.783783784,6,1,0.370790812,0,0,0,14,1,5,4,nan,5,40,14.11900647,0,4,14.08470254,0.15647753,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.292433493,0.722619363,37,268.05,5.812,nan,4,0,0,1,0,0,0,0,74.99104557,2,0,2.026785015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,7.20498615,nan,0,1,0,1213,0,0,0,0,0,0,0,0,nan,0,0.139919819,1.695201399,60.628,6,1
FLUCONAZOLE,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,nan,0,0,4.080574256,11.31338144,-0.381727863,0.141997578,11.85,18.99941004,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,0,0,0,2,0,2,0,0,nan,6.485031431,3.542718243,1.235352835,nan,1.785622131,1.73993185,0,5.459431619,2.251965417,1.272118313,4.841874456,3.21277992,0.757839757,0.407078692,0,0,0,0,0,0,0,0,0,0,nan,nan,2002.213561,1944.025739,2085.455633,1475.346097,1247.383474,7.266435986,nan,16.84375,0,0.25,0.016137431,27.93843912,27.87744213,40.09279305,36.00948817,43.39335858,1.305875274,0,-0.958,7,nan,294.0101651,0.230769231,nan,0.288675135,79.0873,0,-2.1464,4.60703296,0.747933933,0,0,0,0,0,0,0,0,0,0,nan,nan,0.055901699,0.444444444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.283380521,nan,2.591723879,0.010781182,-0.047208865,0.576826525,nan,0.059628479,0.029265128,11.34208956,nan,1.5,nan,nan,0,15.5791395,10.56629869,9.865244607,0,6.83472559,0,3.178764959,1.968174099,0.097476458,0,16,6.394758574,2.874432896,0,0.058925565,26.36556247,0.8,30,1000,nan,1.853062673,18.71184589,0,0,nan,nan,0,1.650963624,3.75793905,1.9,8.402234342,0,116,8.802674322,0,0,0,0,0,0,0,0,0,nan,0.144337567,5,4.082200908,nan,16,0.863636364,6,0,0.272165527,0,0,0,5,0,2,1,nan,0,24,8.037346693,0,3,7.78614476,0.066219963,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.272165527,0,22,114.09,9.964,nan,3,0,0,0,0,0,0,0,44.54967356,1,0,2.024985162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,4.110329908,nan,0,0,4,341,0,0,0,0,0,0,0,0,nan,0,0.051294806,0.308925565,31.396,4,0
FLUOROURACIL,FC1=CNC(=O)NC1=O,nan,0,0,4.108521091,6.652834608,-0.271916574,0.337289522,11.9,18.99840486,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,2,0,0,1,0,0,0,0,nan,1.558028605,1.478278096,0.206070763,nan,0.15042801,0.166970115,0,4.169925001,0.39336191,0.213408593,1.419861056,0.773964207,0.049115466,0.002783971,0,0,0,0,0,0,0,0,0,0,nan,nan,97.69103299,305.2863674,415.2685517,334.0780354,304.7988673,2.722222222,nan,7.111111111,0,0,0,12.77094281,10.9106968,15.84839116,14.45711347,6.241807721,0.5,0,-0.759,4,nan,126.9943805,0,nan,0,24.5722,0,-0.8946,0.80030916,0.156616545,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.21432142,nan,4.986019722,0.061477044,-0.099809233,0.43470546,nan,0,-0.015923019,4.271811323,nan,0,nan,nan,0,6.853371151,4.198377303,3.872792013,0,1.816762979,0,0.504473335,0.068041382,0.011135885,0,0,2.174580796,0,0,0,13.34073238,0.666666667,10,84,nan,0.760079655,5.863264455,0,0,nan,nan,0,1.650963624,0,1.35,1.889881575,0,42,0,0,0,0,0,0,0,0,0,0,nan,0,0,1.33160016,nan,0,0.666666667,8,0,0.068041382,0,0,0,1,2,0,0,nan,0,9,2.075933094,0,0,2.860366219,0.018042196,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.204124145,0.25,9,9.05,5.759,nan,0,0,0,3,0,0,0,0,17.38201719,0,0,1.931335244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1.704142012,nan,0,0,0,67,0,0,0,0,0,0,0,0,nan,0,0.0215507,0.166666667,11.401,0,0
FLUOXETINE,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,nan,0,0,3.503696289,10.16775997,-0.337611045,0.416697054,11.85,19.00041215,0,0,0,0,0,0,0,0,0,nan,0,0,nan,nan,0,1,0,3,0,0,0,0,nan,4.155017789,3.18959094,0.847538688,nan,1.045262569,0.993414844,0.1,5.459431619,2.123506631,1.423234166,4.931541664,3.287868554,0.745088493,0.428683408,0,0,0,0,0,0,0,0,0,0,nan,nan,1524.8647,1720.232333,1724.014599,1328.32631,1179.395578,8.740894901,nan,18.34026465,0,0,0.004499577,27.64058175,25.74190316,38.74603759,35.31735249,32.20663013,0,0,3.103,2,nan,290.9931983,0.294117647,nan,0,86.8712,0,2.2679,5.14337041,0.465073413,0,0,0,0,0,0,0,0,0,0,nan,nan,0.013498731,0.454545455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.280284478,nan,3.147799257,0.046460128,-0.024467093,0.471476486,nan,0,0.089694215,12.22985796,nan,1.111047614,nan,nan,0,16.00178923,10.50334986,9.619775308,0,5.310216233,0,2.803433272,1.904887025,0.063492063,1.886096762,12,7.039300738,0,0,0.144337567,13.02194587,0.833333333,30,1148,nan,2.04782045,2.73313653,0.69775676,0,nan,nan,0,2.102578845,2.052950826,2.78,14.80455053,0,108,14.7685477,0,0,0,0,0,0,0,0,0,nan,0.288675135,7,4.207343878,nan,12,0.636363636,7,0,0.185395406,0,0,0,10,0,2,2,nan,2,23,4.868845901,0,3,6.952545903,0.059852793,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.159517797,0,22,67.05,6.845,nan,3,0,0,0,0,0,0,0,43.94639711,1,0,1.997563505,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,5.864197531,nan,0,0,0,398,0,0,0,0,0,0,0,0,nan,0,0.043747638,0.516346035,33.493,6,0
FOSINOPRIL,CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,nan,0,0,4.279478364,10.42201994,-0.330585419,0.276665557,11.9,30.97376374,0,0,0,0,1,0,0,0,0,nan,0,0,nan,nan,4,2,0,0,0,0,0,0,nan,8.615769276,5.892181427,2.928001306,nan,4.944171271,3.951632832,0,6.285402219,6.375741098,4.796341952,12.14601569,8.651542171,2.86942136,1.933981221,0,0,0,0,0,0,0,0,0,0,nan,nan,3591.029494,3552.245578,3555.281758,2643.944942,2310.164712,16.58864796,nan,33.50148721,0,0,0,50.43167735,51.85137203,68.70559609,73.9542473,79.82194648,0,0,6.324,8,nan,516.941238,0.7,nan,0.096225045,135.2803,0,-1.0525,1.10775625,1.631018765,0,0,0,0,0,0,0,0,0,0,nan,nan,0.055929671,0.470588235,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.508392861,nan,18.48212786,0.150362696,-0.227212483,0.937872557,nan,0.074535599,0.293535639,23.98096384,nan,0,nan,nan,0.5,28.41563832,18.6140113,16.90052939,0,10.14072512,2.096489871,5.018176458,3.550716465,0.214182731,5.927850547,6,15.13643032,0,0,0,25.58804198,0.888888889,57,5262,nan,3.094110429,3.471585281,4.659115887,0,nan,nan,0.721124785,7.32037316,0,3.77,27.30477767,0,194,25.54081665,0,0,0,0,0,0,0,0,0,nan,0.176776695,16,8.141475179,nan,6,0.615384615,6,0,0.370790812,0,0,0,5,3,7,1,nan,11,41,12.2313224,0,4,12.88553703,0.251705835,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,0.51183719,1.676774774,39,199.09,18.082,nan,1,0,0,3,0,0,0,0,77.93892772,0,0,1.998434044,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.79,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,10.65051903,nan,2,1,0,1057,0,0,0,0,0,0,0,0,nan,0,0.277579147,0.537863364,63.144,19,0
